input,recipe_name,output
rice cashew egg coriander ghee raisins mint,Egg Biryani,"### CONTEXT
Ingredients: rice, cashew, egg, coriander, ghee, raisins, mint

### ANSWER
<RECIPE_NAME> Egg Biryani
<STEP> Heat ghee in a pot and sauté cashew until fragrant.
<STEP> Add egg and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add coriander and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with egg.
<END>"
rice peas potato paneer onion,Paneer Pulao,"### CONTEXT
Ingredients: rice, peas, potato, paneer, onion

### ANSWER
<RECIPE_NAME> Paneer Pulao
<STEP> Heat ghee in a pot and sauté peas until fragrant.
<STEP> Add potato and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add paneer and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with potato.
<END>"
capsicum ghee cream ginger carrot cauliflower,Cauliflower Curry,"### CONTEXT
Ingredients: capsicum, ghee, cream, ginger, carrot, cauliflower

### ANSWER
<RECIPE_NAME> Cauliflower Curry
<STEP> Heat oil in pan and sauté ghee until slightly golden.
<STEP> Add cream and cook until the mixture turns soft.
<STEP> Add capsicum with ginger and stir gently to coat.
<STEP> Cook the mixture until capsicum absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
rice yogurt coriander egg,Egg Biryani,"### CONTEXT
Ingredients: rice, yogurt, coriander, egg

### ANSWER
<RECIPE_NAME> Egg Biryani
<STEP> Heat ghee in a pot and sauté yogurt until fragrant.
<STEP> Add coriander and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add egg and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with coriander.
<END>"
mushroom yogurt oil okra cauliflower garlic ginger,Cauliflower Curry,"### CONTEXT
Ingredients: mushroom, yogurt, oil, okra, cauliflower, garlic, ginger

### ANSWER
<RECIPE_NAME> Cauliflower Curry
<STEP> Heat oil in pan and sauté yogurt until slightly golden.
<STEP> Add oil and cook until the mixture turns soft.
<STEP> Add mushroom with okra and stir gently to coat.
<STEP> Cook the mixture until mushroom absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
okra capsicum ginger oil spinach tomato,Spinach Curry,"### CONTEXT
Ingredients: okra, capsicum, ginger, oil, spinach, tomato

### ANSWER
<RECIPE_NAME> Spinach Curry
<STEP> Heat oil in pan and sauté capsicum until slightly golden.
<STEP> Add ginger and cook until the mixture turns soft.
<STEP> Add okra with oil and stir gently to coat.
<STEP> Cook the mixture until okra absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
rice peas egg beans carrot ghee mushroom,Egg Pulao,"### CONTEXT
Ingredients: rice, peas, egg, beans, carrot, ghee, mushroom

### ANSWER
<RECIPE_NAME> Egg Pulao
<STEP> Heat ghee in a pot and sauté peas until fragrant.
<STEP> Add egg and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add beans and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with egg.
<END>"
spinach okra cauliflower garlic beans capsicum peas,Cauliflower Curry,"### CONTEXT
Ingredients: spinach, okra, cauliflower, garlic, beans, capsicum, peas

### ANSWER
<RECIPE_NAME> Cauliflower Curry
<STEP> Heat oil in pan and sauté okra until slightly golden.
<STEP> Add cauliflower and cook until the mixture turns soft.
<STEP> Add spinach with garlic and stir gently to coat.
<STEP> Cook the mixture until spinach absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
brinjal ginger garlic peas carrot,Brinjal Fry,"### CONTEXT
Ingredients: brinjal, ginger, garlic, peas, carrot

### ANSWER
<RECIPE_NAME> Brinjal Fry
<STEP> Heat oil in pan and sauté ginger until aromatic.
<STEP> Add brinjal and cook on medium heat until sealed.
<STEP> Add garlic and stir continuously so ingredients combine well.
<STEP> Mix in peas and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with garlic and peas.
<END>"
carrot garlic potato onion,Potato Fry,"### CONTEXT
Ingredients: carrot, garlic, potato, onion

### ANSWER
<RECIPE_NAME> Potato Fry
<STEP> Heat oil in pan and sauté garlic until aromatic.
<STEP> Add carrot and cook on medium heat until sealed.
<STEP> Add potato and stir continuously so ingredients combine well.
<STEP> Mix in onion and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with potato and onion.
<END>"
chicken hung curd coriander garlic,Tandoori Chicken,"### CONTEXT
Ingredients: chicken, hung curd, coriander, garlic

### ANSWER
<RECIPE_NAME> Tandoori Chicken
<STEP> Marinate chicken with hung curd, coriander and garlic thoroughly.
<STEP> Coat the mixture well so chicken absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated chicken rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with hung curd and lemon.
<END>"
fish spinach garlic peas mushroom ginger oil,Fish Fry,"### CONTEXT
Ingredients: fish, spinach, garlic, peas, mushroom, ginger, oil

### ANSWER
<RECIPE_NAME> Fish Fry
<STEP> Heat oil in pan and sauté spinach until aromatic.
<STEP> Add fish and cook on medium heat until sealed.
<STEP> Add garlic and stir continuously so ingredients combine well.
<STEP> Mix in peas and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with garlic and peas.
<END>"
egg cauliflower garlic spinach cream,Egg Curry,"### CONTEXT
Ingredients: egg, cauliflower, garlic, spinach, cream

### ANSWER
<RECIPE_NAME> Egg Curry
<STEP> Heat oil in pan and sauté cauliflower until slightly golden.
<STEP> Add garlic and cook until the mixture turns soft.
<STEP> Add egg with spinach and stir gently to coat.
<STEP> Cook the mixture until egg absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
flour paneer spinach onion ghee potato,Paneer Paratha,"### CONTEXT
Ingredients: flour, paneer, spinach, onion, ghee, potato

### ANSWER
<RECIPE_NAME> Paneer Paratha
<STEP> Mix flour with paneer and spinach until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little onion.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with paneer or yogurt.
<END>"
beans garlic cashew paste cream okra tomato,Okra Curry,"### CONTEXT
Ingredients: beans, garlic, cashew paste, cream, okra, tomato

### ANSWER
<RECIPE_NAME> Okra Curry
<STEP> Heat oil in pan and sauté garlic until slightly golden.
<STEP> Add cashew paste and cook until the mixture turns soft.
<STEP> Add beans with cream and stir gently to coat.
<STEP> Cook the mixture until beans absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
carrot oil ginger spinach yogurt potato,Potato Curry,"### CONTEXT
Ingredients: carrot, oil, ginger, spinach, yogurt, potato

### ANSWER
<RECIPE_NAME> Potato Curry
<STEP> Heat oil in pan and sauté oil until slightly golden.
<STEP> Add ginger and cook until the mixture turns soft.
<STEP> Add carrot with spinach and stir gently to coat.
<STEP> Cook the mixture until carrot absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
beans yogurt tomato okra carrot,Okra Curry,"### CONTEXT
Ingredients: beans, yogurt, tomato, okra, carrot

### ANSWER
<RECIPE_NAME> Okra Curry
<STEP> Heat oil in pan and sauté yogurt until slightly golden.
<STEP> Add tomato and cook until the mixture turns soft.
<STEP> Add beans with okra and stir gently to coat.
<STEP> Cook the mixture until beans absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
egg mint butter garlic lemon ginger,Tandoori Egg,"### CONTEXT
Ingredients: egg, mint, butter, garlic, lemon, ginger

### ANSWER
<RECIPE_NAME> Tandoori Egg
<STEP> Marinate egg with mint, butter and garlic thoroughly.
<STEP> Coat the mixture well so egg absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated egg rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with mint and lemon.
<END>"
rice potato peas mint beans yogurt ghee,Potato Biryani,"### CONTEXT
Ingredients: rice, potato, peas, mint, beans, yogurt, ghee

### ANSWER
<RECIPE_NAME> Potato Biryani
<STEP> Heat ghee in a pot and sauté potato until fragrant.
<STEP> Add peas and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add mint and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with peas.
<END>"
rice onion mint coriander mushroom beans,Mushroom Biryani,"### CONTEXT
Ingredients: rice, onion, mint, coriander, mushroom, beans

### ANSWER
<RECIPE_NAME> Mushroom Biryani
<STEP> Heat ghee in a pot and sauté onion until fragrant.
<STEP> Add mint and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add coriander and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with mint.
<END>"
mutton capsicum spinach ginger garlic,Mutton Fry,"### CONTEXT
Ingredients: mutton, capsicum, spinach, ginger, garlic

### ANSWER
<RECIPE_NAME> Mutton Fry
<STEP> Heat oil in pan and sauté capsicum until aromatic.
<STEP> Add mutton and cook on medium heat until sealed.
<STEP> Add spinach and stir continuously so ingredients combine well.
<STEP> Mix in ginger and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with spinach and ginger.
<END>"
cauliflower garlic onion beans,Cauliflower Fry,"### CONTEXT
Ingredients: cauliflower, garlic, onion, beans

### ANSWER
<RECIPE_NAME> Cauliflower Fry
<STEP> Heat oil in pan and sauté garlic until aromatic.
<STEP> Add cauliflower and cook on medium heat until sealed.
<STEP> Add onion and stir continuously so ingredients combine well.
<STEP> Mix in beans and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with onion and beans.
<END>"
carrot ginger cauliflower garlic,Cauliflower Fry,"### CONTEXT
Ingredients: carrot, ginger, cauliflower, garlic

### ANSWER
<RECIPE_NAME> Cauliflower Fry
<STEP> Heat oil in pan and sauté ginger until aromatic.
<STEP> Add carrot and cook on medium heat until sealed.
<STEP> Add cauliflower and stir continuously so ingredients combine well.
<STEP> Mix in garlic and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with cauliflower and garlic.
<END>"
rice peas egg beans cashew mint,Egg Biryani,"### CONTEXT
Ingredients: rice, peas, egg, beans, cashew, mint

### ANSWER
<RECIPE_NAME> Egg Biryani
<STEP> Heat ghee in a pot and sauté peas until fragrant.
<STEP> Add egg and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add beans and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with egg.
<END>"
potato garlic mushroom spinach,Potato Fry,"### CONTEXT
Ingredients: potato, garlic, mushroom, spinach

### ANSWER
<RECIPE_NAME> Potato Fry
<STEP> Heat oil in pan and sauté garlic until aromatic.
<STEP> Add potato and cook on medium heat until sealed.
<STEP> Add mushroom and stir continuously so ingredients combine well.
<STEP> Mix in spinach and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with mushroom and spinach.
<END>"
mushroom peas beans capsicum spinach,Spinach Fry,"### CONTEXT
Ingredients: mushroom, peas, beans, capsicum, spinach

### ANSWER
<RECIPE_NAME> Spinach Fry
<STEP> Heat oil in pan and sauté peas until aromatic.
<STEP> Add mushroom and cook on medium heat until sealed.
<STEP> Add beans and stir continuously so ingredients combine well.
<STEP> Mix in capsicum and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with beans and capsicum.
<END>"
fish yogurt coriander hung curd lemon ginger,Tandoori Fish,"### CONTEXT
Ingredients: fish, yogurt, coriander, hung curd, lemon, ginger

### ANSWER
<RECIPE_NAME> Tandoori Fish
<STEP> Marinate fish with yogurt, coriander and hung curd thoroughly.
<STEP> Coat the mixture well so fish absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated fish rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with yogurt and lemon.
<END>"
